session_id,customer_id,page_views,session_duration,source,visit_date
a630e035-7d67-4d20-962b-96faa853d2b2,484,4,106,Organic,2024-02-13
45206db2-4e0d-4059-a20e-442eb6785204,734,7,79,Referral,2024-01-31
42a76a12-578e-4cbb-936b-5e85fc8c5675,161,8,287,Referral,2024-04-25
a664b09c-e0f6-468c-aadd-d25633595270,580,6,151,Direct,2024-01-09
b5da7361-5bfe-4820-bf4d-027d4a592f9d,904,5,42,Direct,2024-01-24
18009e3c-073a-4b06-a5e5-786ae52ff52c,63,3,71,Direct,2024-04-09
f0eb0e5c-4e81-462a-96ef-0c60d54447f4,309,6,56,Organic,2024-04-14
3971adcc-7fe7-4421-a067-848866af68f0,477,5,113,Organic,2024-03-20
04dfcf43-a47b-44aa-b607-30d3c1620333,24,9,229,Social,2024-01-10
6eb72048-a43a-464a-a5bf-4dac0e4f0a48,327,5,269,Referral,2024-04-08
befba292-c3f0-42c4-b66c-32304ad8c2a0,256,4,258,Organic,2024-04-01
c3f3d592-5555-4955-a46c-58976dd610c5,530,8,71,Direct,2024-03-06
597b66a8-e406-45ee-be3f-b37b6050f966,223,4,48,Referral,2024-04-19
f687db8d-94d6-4d7d-9551-12bee7ef5f5c,342,7,169,Direct,2024-04-05
34868565-0c36-47f8-9b89-c81376bf45a6,707,1,180,Organic,2024-01-30
00031ec0-586e-4f36-936e-f4cd72a39292,927,1,268,Referral,2024-01-18
d5ad5364-9124-48fd-bf56-e0478aa5f9fb,575,9,285,Organic,2024-04-03
fc1bb477-616d-4f18-856a-0ea5410a71b8,248,7,123,Social,2024-03-29
53817912-e619-41c2-9c8f-028bfeff4dfc,441,2,136,Direct,2024-03-11
2e008f7d-06f9-4f44-a09f-b8473a77a960,622,6,118,Organic,2024-04-20
7a541e8e-37e8-4851-9484-ac3284bcef0d,822,3,92,Social,2024-04-09
e0b75656-6baf-4030-8185-4d7f41d4fad2,417,7,78,Direct,2024-01-29
9d225e41-5d84-4443-a986-44f302ccb7df,776,1,140,Direct,2024-02-16
dc5111dd-ac5a-4abb-9b02-1a2c9f416560,225,7,244,Social,2024-02-29
024a2322-4c8e-4807-97e0-cd9357513fcd,595,6,168,Referral,2024-03-13
